company_id;udalennost_sklada_postavshchika_ot_zakazchika;nalichie_sobstvennogo_avtoparka_logisticheskikh_setei_i_podryadchikov;nalichie_i_dostatochnost_proizvodstvennykh_ofisnykh_i_skladskikh_ploshchadei;opyt_raboty_predpriyatiya_po_izgotovleniyu_analogichnoy_produktsii;uroven_tseny_zayavki;finansovaya_zavisimost;stabilnost_denezhnykh_potokov
8609;505;0;0;16;6800000;0.76;0.21
8610;712;1;0;26;4600000;1;0.48
8614;874;1;1;20;3800000;0.34;0.34
8615;415;1;1;8;3400000;0.98;0.13
8616;622;1;0;25;2800000;0.36;0.17
8617;451;1;0;26;500000;0.3;0.29
8620;541;0;0;45;3500000;0.74;0.37
8622;343;1;0;11;4200000;0.8;0.18
8623;568;0;1;44;8700000;0.23;0.97
8624;613;1;1;41;300000;0.13;0.87
8625;721;1;1;9;9300000;0.93;0.55
8626;910;1;0;10;3500000;0.51;0.78
8627;271;0;0;2;8500000;0.56;0.42
8628;856;0;1;10;500000;0.32;0.85
8631;937;1;1;10;1400000;0.27;0.7
8632;523;1;0;6;8200000;0.04;0.52
8633;595;1;1;46;500000;0.95;0.5
8635;505;0;0;34;6000000;0.62;0.19
8637;109;0;1;32;400000;0.63;0.1
8638;118;1;1;31;2300000;0.14;0.87
8639;181;1;1;42;2200000;0.71;0.1
8640;613;1;0;20;1500000;0.89;0.4
8641;928;1;1;21;700000;0.14;0.37
8643;883;0;1;28;5300000;0.06;0.09
8645;523;1;0;14;1700000;0.9;0.91
8646;631;0;1;18;8100000;0.54;0.96
8647;694;0;1;48;9300000;0.65;0.11
8649;793;1;1;12;2900000;0.36;0.3
8651;658;0;0;10;7300000;0.28;0.66
8656;406;1;1;38;7500000;0.84;0.12
8658;784;1;0;40;2300000;0.32;0.27
8659;388;0;1;26;800000;0.63;0.21
8660;298;0;0;25;3600000;0.73;0.14
8662;964;0;0;48;8400000;0.05;0.66
8663;478;1;0;47;8100000;0.87;0.62
8664;217;0;1;41;7100000;0.01;0.73
8665;973;0;0;32;6900000;0.83;0.96
8666;505;0;0;40;1200000;0.84;0.02
8667;892;1;1;44;7100000;0.01;0.11
8668;208;1;0;22;1600000;0.83;0.3
8669;487;1;1;20;9800000;0.15;0.4
8670;955;0;0;4;8300000;0.6;0.3
8672;352;1;0;20;9200000;0.72;0.02
8673;811;0;0;18;500000;0.19;0.27
8674;181;0;0;1;2500000;0.82;0.57
8675;712;1;1;12;5900000;0.28;0.55
8677;775;1;0;48;2700000;0.26;0.42
8680;703;0;1;20;2400000;0.58;0.68
8682;910;1;0;48;7300000;0.21;0.68
8683;343;0;1;15;3600000;0.58;0.84
8684;496;0;0;32;1800000;0.05;0.13
8685;226;0;1;6;9800000;0.09;0.14
8686;631;0;0;17;4600000;0.4;0.58
8690;226;0;0;0;5000000;0.07;0.84
8691;523;0;1;42;2600000;0.05;0.4
8692;541;1;1;34;9600000;0.96;0.37
8694;451;0;0;7;8000000;0.17;0.1
8695;442;0;0;24;8700000;0.39;0.74
8696;577;0;1;48;3000000;0.78;0.44
8697;784;0;0;3;8400000;0.65;0.95
8703;622;0;1;49;5700000;0.87;0.27
8704;784;1;1;16;7900000;0.34;0.69
8705;568;0;1;8;6200000;0.29;0.34
8707;406;1;1;46;3000000;0.78;0.61
8708;577;0;1;26;900000;0.99;0.13
8709;829;0;1;46;6200000;0.14;0.37
8710;505;1;0;4;5900000;0.53;0.41
8711;640;0;0;38;5600000;0.07;0.26
8713;523;0;0;2;5400000;0.65;0.71
8714;127;0;0;18;3700000;0.68;0.43
8715;865;1;1;8;3800000;0;0.52
8718;307;1;1;2;5300000;0.55;0.17
8719;631;0;1;12;4500000;0.26;0.6
8720;334;1;0;44;2300000;0.74;0.52
8721;262;0;1;40;8500000;0.94;0.09
8723;469;0;1;24;4100000;0.04;0.38
8724;136;1;1;5;9100000;0.97;0.21
8725;298;0;1;43;3900000;0.83;0.71
8729;163;0;0;14;5000000;0.13;0.79
8733;649;1;1;42;800000;0.16;0.79
8734;532;0;1;19;8300000;0.44;0.17
8735;865;1;1;4;2300000;0.37;0.74
8737;379;1;1;28;9300000;0.6;0.12
8739;730;0;1;2;6600000;0.35;0.52
8742;712;1;0;12;1100000;0.74;0.92
8743;838;0;1;46;500000;0.6;0.95
8744;856;1;0;18;9700000;0.77;0.5
8745;199;0;1;48;2600000;0.17;0.34
8747;505;0;0;48;5100000;0.83;0.65
8748;973;0;1;36;2800000;0.32;0.64
8749;433;0;1;7;7900000;0.1;0.95
8752;271;1;0;13;4700000;0.49;0.12
8755;820;1;0;8;100000;0.24;0.68
8756;685;1;1;23;6600000;0.89;0.31
8757;631;1;1;40;8700000;0.27;0.93
8759;460;0;1;48;400000;0.5;0.46
8762;514;0;1;2;8000000;0.98;0.39
8763;127;0;1;38;7100000;0.61;0.22
8764;424;0;1;32;1700000;0.93;0.5
8766;982;0;0;33;3000000;0.44;0.33
8767;334;0;0;30;4800000;0.78;0.61
8768;541;1;0;0;4100000;0.1;0.52
8770;307;1;1;6;1700000;0.01;0.71
8773;127;1;1;29;5000000;0.65;0.76
8774;181;1;0;16;100000;0.23;0.75
8775;289;1;1;45;2700000;0.59;0.22
8777;217;1;0;40;300000;0.24;0.26
8778;388;0;1;3;8400000;0.99;0.1
8779;541;0;1;18;1900000;0.01;0.43
8780;964;1;1;50;5700000;0.21;0.83
8781;406;0;0;42;2000000;0.45;0.4
8784;595;0;0;34;5500000;0.31;0.68
8785;370;1;0;44;4400000;0.96;0.78
8787;865;0;1;16;8600000;0.21;0.03
8788;883;0;0;28;1800000;1;0.11
8789;172;1;0;44;6900000;0.56;0.02
8790;757;1;1;26;7000000;0.62;0.41
8793;154;0;0;30;6100000;0.45;0.15
8795;217;1;1;18;6800000;0.39;0.99
8796;343;1;1;43;8900000;0.33;0.14
8797;559;1;1;18;5500000;0.3;0.97
8798;748;1;0;36;4600000;0.39;0.7
8799;289;0;1;18;4900000;0.57;0.94
8800;532;0;1;46;9200000;0.81;0.11
8802;595;1;1;36;7600000;0.1;0.02
8805;343;1;1;44;10000000;0.39;0.6
8806;289;0;1;20;3700000;0.2;0.28
8807;505;0;1;35;9700000;0.09;0.6
8808;910;1;0;49;200000;0.88;0.41
8809;352;1;0;16;9700000;0.41;0.95
8814;550;1;1;40;3600000;0.37;0.46
8815;937;0;0;14;8500000;0.82;0.95
8816;856;1;0;21;3100000;0.46;0.15
8817;847;0;0;4;6500000;0.41;0.86
8818;631;1;0;28;5200000;0.11;0.6
8819;487;0;1;33;0;0.76;0.47
8821;289;1;0;24;6600000;0.62;0.86
8822;244;1;1;18;6300000;0.01;0.44
8823;262;1;0;8;6200000;0.76;0.62
8824;937;0;0;38;2900000;0.33;0.76
8825;559;0;0;44;5100000;0.24;0.51
8826;235;0;0;33;3300000;0.75;0.79
8827;298;0;1;19;1600000;0.05;0.82
8828;334;1;0;2;2000000;0.68;0.21
8829;784;0;0;16;6300000;0.5;0.78
8831;145;0;1;16;2500000;0.18;0.37
8832;532;1;1;41;6300000;0.72;0.17
8833;289;0;1;16;2300000;0.65;0.71
8834;694;1;0;39;2200000;0.68;0.12
8835;550;0;1;6;2800000;0.19;0.01
8836;613;1;0;23;6500000;0.16;0.13
8838;739;0;0;40;4600000;0.59;0.89
8839;793;1;0;44;6600000;0.58;0.83
8840;829;1;0;46;8800000;0.69;0.68
8841;136;1;0;24;2000000;0.14;0.93
8843;235;0;0;26;6200000;0.5;0.75
8845;928;0;0;36;9700000;0.57;0.93
8846;748;1;1;22;4100000;0.96;0.81
8847;397;0;0;46;7100000;0.7;0.76
8848;253;1;1;38;9000000;0.06;0.73
8850;532;1;1;8;9600000;0.08;0.58
8851;433;0;1;12;9500000;0.18;0.66
8852;784;0;1;28;5900000;0.32;0.57
8853;694;1;1;9;1800000;0.65;0.21
8854;901;0;0;2;7300000;0.09;0.2
8855;541;0;0;37;5500000;0.53;0.58
8857;271;0;1;17;9400000;0.08;0.8
8858;415;0;0;46;9200000;0.43;0.86
8859;604;0;1;2;2000000;0.95;0.32
8860;397;1;1;6;9600000;0.17;0.58
8861;1000;0;0;44;6700000;0.27;0.42
8863;451;1;0;27;2100000;0.94;0.65
8866;325;0;0;27;3000000;0.01;0.48
8868;766;1;1;38;7600000;0.4;0.45
8870;460;0;1;8;600000;0.58;0.78
8872;685;0;1;24;7000000;0.36;0.91
8873;325;1;0;28;4900000;0.38;0.3
8877;550;0;1;8;3200000;0.54;0.97
8879;676;0;0;6;6400000;0.17;0.46
8881;613;0;0;12;6900000;0.92;0.15
8882;505;0;0;16;7800000;0.15;0.99
8883;865;1;1;39;9800000;0.33;0.76
8884;631;0;0;30;2100000;0.25;0.47
8886;865;1;0;42;6300000;0.46;0.24
8887;829;1;0;31;9100000;0.15;0.14
8888;415;1;0;48;7500000;0.98;0.4
8889;649;1;0;33;8300000;0.21;0.3
8890;676;0;1;24;2000000;0.05;0.24
8892;685;1;0;17;900000;0.57;0.54
8893;397;0;1;36;3800000;0.19;0.66
8895;946;0;0;45;1000000;0.66;0.02
8896;694;0;1;45;1000000;0.14;0.15
8897;964;0;1;20;4200000;0.1;0.35
8899;352;0;0;32;1000000;0.66;0.38
8900;739;0;1;36;8500000;0.43;0.98
8902;433;0;1;32;3600000;0.72;0.53
8904;784;1;0;46;5000000;0.02;0.59
8905;271;0;1;48;4400000;0.7;0.22
8906;325;0;0;14;2500000;0.21;0.16
8907;712;1;0;50;200000;0.2;0.45
8910;802;1;1;36;5400000;0.18;0.4
8911;694;1;0;46;4700000;0.49;0.51
8912;595;1;0;42;7200000;0.18;0.72
8913;406;1;1;16;1500000;0.09;0.21
8915;766;1;1;4;3500000;0.28;0.93
8917;739;0;1;16;8700000;0.57;0.01
8918;109;0;1;11;5200000;0.4;0.7
8920;793;1;1;40;1000000;0.03;0.69
8921;748;1;0;48;5800000;0.82;0.73
8922;964;1;1;4;8100000;0.02;0.36
8924;577;1;0;20;4000000;0.84;0.78
8926;442;0;0;5;9200000;0.73;0.23
8927;658;0;1;28;8200000;0.83;0.22
8929;280;0;1;34;6100000;0.88;0.54
8930;316;1;1;49;2900000;0.89;0.34
8931;820;1;0;8;5700000;0.92;0.98
8932;973;0;0;22;9600000;0.15;0.85
8933;199;0;0;20;9500000;0.63;0.28
8934;649;1;1;22;9600000;0.25;0.28
8935;703;1;0;40;5100000;0.87;0.65
8936;712;0;1;30;7000000;0.27;0.1
8937;550;0;0;48;3200000;0.75;0.81
8938;766;0;1;8;4700000;0.18;0.66
8940;307;0;1;26;1500000;0.79;0.09
8941;334;1;0;50;2400000;0.84;0.47
8942;802;0;1;40;4400000;0.39;0.53
8943;253;1;1;41;2100000;0.05;0.86
8945;991;1;1;12;3000000;0.62;0.1
8948;145;1;1;22;3700000;0.05;0.89
8950;982;1;1;20;1800000;0.41;0.81
8954;622;0;0;13;7600000;0.58;0.59
8955;865;1;1;16;500000;0.44;0.83
8956;190;1;0;20;7000000;0.86;0.93
8958;262;0;1;36;3200000;0.4;0.27
8960;901;0;1;4;9100000;0.22;0.3
8961;937;0;1;50;5600000;0.86;0.31
8962;586;1;0;26;8800000;0.92;0.7
8963;523;0;0;50;1200000;0.73;0.85
8964;847;1;0;48;4100000;0.4;0.89
8965;271;1;0;40;6500000;0.21;0.85
8966;748;1;0;32;8800000;0.44;0.75
8967;163;1;1;18;2000000;0.92;0.03
8968;658;0;0;46;7800000;0.12;0.42
8969;460;1;1;4;8700000;0.87;0.08
8970;631;0;1;2;3500000;0.31;0.51
8971;424;0;1;20;5700000;0.6;0.72
8972;676;1;1;46;4100000;0.35;0.18
8973;928;1;0;8;9900000;0.33;0.96
8974;199;0;0;44;500000;0.08;0.67
8975;820;0;0;24;8700000;0.01;0.96
8978;793;0;1;35;1100000;0.49;0.84
8979;442;1;0;32;800000;0.13;0.06
8980;469;1;0;40;800000;0.42;0.53
8981;739;0;1;42;3600000;0.45;0.95
8986;523;1;1;26;1700000;0.61;0.93
8987;190;0;1;11;2700000;0.64;0.4
8989;253;1;0;10;4500000;0.45;0.42
8991;676;0;1;1;5700000;0.64;0.25
8993;343;1;1;30;4900000;0.9;0.76
8994;568;0;1;30;8000000;0.18;0.81
8995;622;0;1;29;200000;0.25;0.63
8996;712;1;0;8;7500000;0.94;0.94
8997;442;0;0;10;2400000;0.42;0.35
8998;289;1;1;23;8700000;0.94;0.08
8999;334;0;0;7;8900000;0.56;0.01
9002;820;0;1;24;400000;0.9;0.27
9004;865;1;1;44;2500000;0.71;0.99
9007;910;0;1;48;4200000;0.6;0.81
9008;145;0;0;36;2500000;0.85;0.57
9010;154;1;1;40;7000000;0.99;0.33
9011;154;0;0;40;1400000;0.4;0.9
9012;415;0;1;28;4800000;0.77;0.85
9013;514;1;0;22;3800000;0.96;0.4
9016;433;0;0;8;1400000;0.39;0.03
9017;892;0;1;32;8600000;0.9;0.66
9018;388;0;1;23;5400000;0.4;0.68
9019;325;1;1;26;4000000;0.65;0.69
9021;883;0;0;31;7800000;0.15;0.76
9022;685;0;0;44;8300000;0.52;0.16
9023;766;1;1;28;1100000;0.77;0.23
9024;532;0;0;14;3700000;0.66;0.4
9025;712;0;1;40;1500000;0.59;0.45
9026;595;1;0;6;4100000;0.31;0.63
9027;496;0;1;24;7100000;0;0.86
9028;433;0;0;24;1900000;0.47;0.23
9029;217;1;0;28;3000000;0.69;0.4
9030;568;0;1;17;9700000;0.97;0.72
9031;298;0;0;34;6000000;0.91;0.52
9032;388;1;0;14;2700000;0.86;0.27
9033;406;0;1;2;5200000;0.87;0.33
9035;190;0;0;46;1700000;0.4;0.48
9037;532;0;0;4;3100000;0.61;0.85
9038;505;1;0;37;5600000;0.58;0.39
9040;694;1;1;15;4000000;0.49;0.77
9041;181;0;0;32;9500000;0.89;0.93
9042;343;1;0;34;6000000;0.32;0.87
9043;1000;1;0;44;3100000;0.33;0.83
9044;316;0;1;41;2700000;0.44;0.59
9045;199;1;1;16;4900000;0.2;0.78
9047;172;1;0;43;3100000;0.42;0.74
9049;973;0;1;44;8900000;0.86;0.76
9050;829;1;0;12;4100000;0.89;0.3
9051;451;1;0;40;8200000;0.03;0.22
9053;775;0;1;31;1900000;0.55;0.77
9054;154;0;0;17;3800000;0.85;0.39
9055;136;1;0;48;3900000;0.67;0.25
9056;100;1;0;44;3900000;0.85;0.73
9057;379;0;0;6;1600000;0.45;0.83
9058;667;0;0;4;7200000;0.66;1
9059;955;1;0;4;7200000;0.46;0.67
9061;586;1;0;31;4200000;1;0.27
9064;514;1;0;21;4800000;0.82;0.63
9065;595;0;1;40;5300000;0.98;0.57
9066;136;0;0;29;9000000;1;0.88
9067;910;0;0;47;3700000;0.25;0.18
9068;334;0;1;18;5900000;0.72;0.47
9069;973;0;1;14;7200000;0.16;0.58
9071;730;0;0;16;2100000;0.65;0.56
9073;505;1;1;44;5000000;0.14;0.3
9074;856;1;0;25;6700000;0.74;0.32
9075;541;1;1;46;9900000;0.1;0.24
9076;442;0;1;44;9300000;0.39;0.37
9078;109;1;0;24;9100000;0.62;0.77
9081;289;0;1;11;4800000;0.72;0.31
9082;325;0;0;4;3600000;0.16;0.38
9083;865;1;0;14;8600000;0.98;0.97
9084;721;1;0;46;9000000;0.9;0.49
9087;991;1;0;2;3200000;0.04;0.45
9089;568;0;1;16;3300000;0.51;0.16
9090;802;0;0;36;5600000;0.72;0.04
9091;352;1;0;35;5800000;0.59;0.72
9092;820;1;0;16;4100000;0.22;0.37
9093;289;0;1;6;8900000;0.46;0.77
9095;469;1;1;4;800000;0.62;0.37
9096;406;0;0;21;9800000;0.97;0.89
9097;955;0;0;48;800000;0.65;0.74
9098;397;1;0;8;5900000;0.14;0.66
9099;361;0;1;10;5800000;0.6;0.97
9100;325;0;1;0;4900000;0.34;0.01
9101;361;0;0;22;8300000;0.87;0.62
9103;190;1;0;2;2800000;0.54;0.56
9105;982;0;0;14;9800000;0.25;0.88
9106;352;0;0;36;9800000;0.7;0.18
9107;676;0;1;1;3300000;0.97;0.55
9109;703;1;0;14;1500000;0.61;0.23
9111;127;0;1;24;9900000;0.81;0.45
9113;955;0;1;19;6000000;0.45;0.31
9115;901;0;1;30;6400000;0.75;0.08
9116;451;0;1;24;8200000;0.58;0.58
9117;892;0;1;34;1000000;0.51;0.02
9118;217;1;1;20;1000000;0.85;0.83
9120;946;1;1;41;8600000;0.41;0.45
9122;820;0;1;43;5100000;0.6;0.4
9123;856;0;0;17;9300000;0.76;0.84
9124;478;1;1;34;500000;0.18;0.69
9125;487;1;0;28;3900000;0.38;0.66
9126;361;0;0;42;1500000;0.19;0.6
9128;262;1;0;40;2000000;0.31;0.24
9131;460;0;0;10;5300000;0.34;0.31
9134;910;0;1;0;2100000;0.17;0.26
9135;208;1;1;48;2000000;0.57;0.04
9136;739;1;0;50;900000;0.67;0.93
9137;919;0;1;20;3400000;0.27;0.33
9139;325;0;0;50;2100000;0.69;0.15
9140;541;0;0;50;4200000;0.35;0.56
9141;343;1;1;14;7700000;0.39;0.4
9142;505;0;1;40;4700000;0.04;0.82
9143;496;1;0;28;7000000;0.22;0.05
9144;946;1;0;16;3500000;0.35;0.59
9145;838;0;1;48;1400000;0.8;0.04
9146;568;0;0;2;1400000;0.57;0.36
9147;667;1;1;46;4500000;0.58;0.93
9148;595;1;0;20;8700000;0.96;0.11
9149;559;0;1;32;2400000;0.91;0.64
9151;406;0;1;14;7600000;0.9;0.28
9152;532;0;0;47;800000;0.47;0.31
9153;235;0;1;38;900000;0.86;0.8
9154;469;0;0;8;5000000;0.7;0.87
9155;109;1;1;42;3900000;0.85;0.52
9156;244;0;0;7;2100000;0.68;0.46
9157;937;0;1;48;800000;0.58;0.24
9158;208;0;0;16;1400000;0.85;0.67
9160;253;1;0;28;7600000;0.67;0.2
9161;730;0;1;31;9900000;0.06;0.76
9165;577;0;1;8;2800000;0.2;0.79
9166;613;0;1;11;6500000;0.07;0.4
9167;370;0;1;42;3600000;0.5;0.26
9168;964;0;1;2;700000;0.96;0.27
9170;343;1;1;49;6200000;0.97;0.64
9171;469;0;0;25;1700000;0.2;0.77
9172;289;1;0;20;4600000;0.26;0.74
9173;730;0;1;45;5800000;0.1;0.78
9175;370;1;0;21;2800000;0.97;0.28
9176;244;1;1;9;9600000;0.22;0.53
9178;478;0;0;30;7400000;0.99;0.27
9179;271;0;0;28;7500000;0.5;0.3
9180;712;1;1;9;400000;0.64;0.31
9181;145;0;1;4;3000000;0.55;0.11
9182;343;1;0;22;1300000;0.09;0.53
9184;505;1;0;46;5100000;0.01;0.56
9185;487;0;1;12;5200000;0.35;0.92
9188;658;0;1;30;7400000;1;0.82
9189;901;0;0;10;1700000;0.14;0.07
9190;244;1;0;22;6500000;0.02;0.57
9191;694;1;0;30;7800000;0.28;0.14
9192;136;0;1;30;6700000;0.07;0.22
9195;262;1;1;3;2500000;0.85;0.27
9196;901;1;1;18;2600000;0.66;0.19
9197;316;1;1;44;1500000;0.01;0.35
9198;244;0;0;14;3100000;0.51;0.64
9200;856;1;0;38;6800000;0.27;0.39
9201;262;1;0;47;4700000;0.57;0.33
9202;784;0;1;44;6500000;0.21;0.97
9203;406;1;0;4;4000000;0.88;0.54
9206;334;1;1;26;4200000;0.61;0.91
9209;676;1;0;8;6500000;0.96;0.68
9210;163;0;0;50;1300000;0.1;0.91
9211;316;0;1;16;9700000;0.24;0.48
9213;964;1;1;28;8100000;0.29;0.39
9214;766;0;1;26;2000000;0.24;0.58
9215;757;0;1;18;4600000;0.88;0.8
9216;946;0;1;8;3700000;0.15;0.15
9217;109;1;1;26;5200000;0.84;0.29
9218;181;1;1;16;700000;0.17;0.25
9219;775;0;0;8;7600000;0.94;0.99
9221;946;1;1;24;6900000;0.34;0.99
9222;208;0;0;24;3900000;0.46;0.1
9223;496;1;0;16;8000000;0.95;0.39
9228;370;0;0;42;6200000;0.48;0.66
9229;271;0;0;9;5500000;0.05;0.94
9230;307;0;1;19;7000000;0.69;0.55
9232;901;0;0;38;3400000;0.62;0.19
9233;280;1;0;18;7100000;0.15;0.21
9234;631;1;0;40;5100000;0.25;0.73
9236;541;0;0;16;7300000;0.63;0.99
9237;991;1;1;33;8600000;0.87;0.73
9240;802;0;0;17;500000;0.06;0.93
9241;577;0;1;19;8700000;0.83;0.35
9242;937;1;0;44;4700000;0.92;0.74
9245;964;1;0;24;6700000;0.65;0.59
9246;838;1;1;46;8400000;0.61;0.06
9247;298;0;0;9;2200000;0.13;0.53
9250;856;0;0;12;1600000;0.61;0.59
9251;946;0;1;8;6600000;0.67;0.66
9252;685;0;0;14;7600000;0.86;0.66
9253;235;0;0;48;9100000;0.1;0.05
9254;262;0;0;16;6000000;0.88;0.25
9255;946;1;1;44;5700000;0.15;0.59
9256;676;0;1;43;4400000;0.41;0.3
9257;847;1;1;18;4200000;0.32;0.85
9258;415;1;0;2;700000;0.84;0.47
9259;793;0;0;6;2700000;0.54;0.95
9261;865;0;1;22;1200000;0.44;0.14
9264;496;0;0;9;6600000;0.95;0.46
9266;496;1;1;10;100000;0.37;0.23
9267;343;0;0;36;900000;0.09;0.27
9268;388;0;0;20;9500000;0.6;0.8
9269;676;0;1;4;9600000;0.81;0.81
9273;190;1;1;8;3900000;0.69;0.65
9275;388;1;0;32;500000;0.69;0.6
9276;127;1;0;48;1000000;0.18;0.06
9277;532;0;0;46;3300000;0.5;0.4
9278;685;1;0;26;8500000;0.05;0.23
9280;649;1;1;12;4100000;0.59;0.05
9281;379;0;0;6;9800000;0.24;0.95
9284;973;0;0;0;7900000;0.77;0.42
9286;136;0;1;20;6400000;0.46;0.93
9287;973;1;1;46;700000;0.13;0.73
9288;298;0;1;4;9100000;0.44;0.26
9289;406;1;0;26;1900000;0.58;0.41
9291;199;0;1;42;4000000;0.58;0.03
9292;136;1;0;45;1100000;0.4;0.38
9293;892;0;0;2;9900000;0.78;0.84
9295;487;1;0;43;9400000;0.87;0.6
9297;892;0;0;29;4300000;0.58;0.2
9298;829;1;1;20;1400000;0.52;0.48
9301;235;1;0;22;4300000;0.29;0.82
9302;334;0;0;16;2200000;0.9;0.6
9303;244;1;0;32;300000;0.16;0.05
9305;766;1;0;22;5000000;0.02;0.55
9306;352;1;1;32;8300000;0.93;0.83
9308;811;1;1;26;2100000;0.35;0.45
9309;712;0;1;36;2800000;0.85;0.8
9311;289;1;1;42;8500000;0.19;0.23
9315;550;0;1;22;8400000;0.33;0.99
9316;460;1;0;41;1700000;0.57;0.75
9317;883;0;0;46;8300000;0.06;0.09
9320;451;0;1;22;9000000;0.83;0.43
9322;136;1;0;11;1400000;0.75;0.9
9323;415;0;0;16;9300000;0.91;0.89
9324;514;1;1;20;8600000;0.07;0.88
9325;730;1;0;0;6000000;0.16;0.2
9326;190;0;0;38;6900000;0.97;0.62
9327;433;0;0;14;5300000;0.57;0.45
9328;676;0;0;22;300000;0.73;0.39
9330;802;1;0;14;9500000;0.09;0.15
9331;937;1;0;44;2700000;0.96;0.15
9334;154;1;1;47;1700000;0.14;0.12
9336;217;1;1;4;2000000;0.19;0.04
9337;334;1;0;49;6000000;0.38;0
9339;280;0;0;6;9800000;0.27;0.91
9342;145;1;1;42;2600000;0.14;0.86
9343;775;0;0;46;3200000;0.53;0.86
9344;901;1;0;42;4500000;0.19;0.12
9346;982;1;1;0;500000;0.95;0.22
9347;361;0;1;30;2800000;0.62;0.29
9348;469;1;0;42;4800000;0.03;0.61
9349;820;1;1;33;5000000;0.49;0.49
9350;946;0;0;42;7600000;0.76;0.01
9351;721;1;0;35;2000000;0.78;0.91
9354;586;1;1;30;9600000;0.27;0.35
9355;181;0;0;50;2100000;0.43;0.49
9361;505;1;1;17;4200000;0.01;0.39
9363;235;0;1;20;1100000;0.25;0.15
9364;388;1;1;16;5000000;0.66;0.99
9366;694;0;1;26;9100000;0.5;0.21
9367;739;1;1;8;3300000;0.85;0.06
9369;262;0;0;3;5500000;0.2;0.51
9371;640;1;1;44;7000000;0.06;0.57
9373;145;0;1;42;2300000;0.35;1
9376;460;1;0;22;5800000;0.67;0.97
9377;865;1;0;4;3800000;0.85;0.77
9378;163;0;0;26;5300000;0.22;0.09
9380;739;1;0;48;8500000;0.72;0.22
9383;757;1;0;14;4200000;0.11;0.73
9386;244;1;1;40;8800000;0.18;0.56
9388;613;0;1;46;2200000;0.88;0.3
9389;694;1;0;42;5600000;0.06;0.36
9390;523;0;0;16;5600000;0.94;0.18
9391;865;1;0;28;4300000;1;0.83
9392;523;1;0;48;1500000;0.07;0.47
9394;172;0;1;18;10000000;0.43;0.14
9395;289;1;1;20;5100000;0.79;0.14
9396;424;1;0;14;2800000;0.81;0.24
9397;568;1;1;43;9200000;0.84;0.58
9399;523;1;1;6;500000;1;0.59
9400;136;0;0;28;4300000;0.04;0.47
9401;460;1;1;2;7600000;0.43;0.96
9402;469;0;0;16;6000000;0.06;0.86
9403;262;1;1;2;7400000;0.09;0.77
9404;424;0;0;22;4800000;0.03;0.03
9406;352;1;1;40;9800000;0.68;0.04
9407;838;0;1;31;6100000;0.31;0.3
9409;667;0;0;15;6200000;0.84;0.88
9411;649;0;1;10;4900000;0.16;0.72
9412;703;0;0;7;9400000;0.7;0.92
9413;613;0;0;40;5500000;0.87;0.22
9414;316;0;0;20;8100000;0.19;0.25
9418;415;0;1;11;4600000;0.63;0.8
9419;253;0;0;42;700000;0.54;0.55
9420;649;0;1;21;6600000;0.82;0.49
9421;910;0;1;38;4200000;0.38;0.52
9422;712;0;1;38;4200000;0.56;0.73
9424;514;1;0;48;8200000;0.29;0.01
9426;361;1;0;0;3100000;0.66;0.08
9428;703;0;1;22;7900000;0.57;0.74
9429;181;0;1;27;8900000;0.81;0.57
9432;982;0;0;15;5700000;0.28;0.1
9435;703;0;0;38;7800000;0.29;0.19
9436;982;1;1;39;200000;0.45;0.99
9437;352;0;1;40;9900000;0.27;0.04
9438;676;0;0;16;5900000;0.16;0.3
9439;190;0;1;18;6200000;0.38;0.14
9442;982;1;1;46;2500000;0.21;0.16
9443;298;1;1;14;8600000;0.61;0.64
9444;478;0;0;39;9100000;0.43;0.25
9445;595;0;1;20;9900000;0.51;0.93
9446;469;0;0;6;9300000;0.57;0.99
9447;622;1;0;0;9200000;0.73;0.64
9448;307;1;0;40;7900000;0.92;0.05
9450;217;1;0;10;8400000;0.11;0.27
9451;199;1;1;8;900000;0.33;0.13
9453;325;1;1;32;3700000;0.94;0.72
9454;703;0;0;42;9700000;0.96;0.71
9455;559;0;0;41;7800000;0.29;0.93
9456;874;0;1;8;9400000;0.13;0.51
9457;955;0;1;20;9300000;0.25;0.57
9458;874;1;1;44;1000000;0.42;0.76
9460;658;0;1;27;1100000;0.97;0.54
9461;766;1;0;28;7300000;0.15;0.22
9462;820;0;1;22;4500000;0.11;0.76
9463;316;0;1;32;7000000;0.43;0.58
9465;271;0;1;8;4100000;0.4;0.7
9466;532;1;0;14;8300000;0.03;0.47
9467;730;1;1;48;800000;0.95;0.11
9469;136;0;0;18;5400000;0.85;0.54
9473;262;0;1;18;5800000;0.9;0.06
9475;910;0;1;27;7800000;0.43;0.7
9476;694;0;0;12;5400000;0.5;0.72
9477;388;1;1;43;6900000;0.29;0.21
9478;694;0;0;4;3700000;0.95;0.06
9479;244;1;0;4;2700000;0.35;0.74
9480;415;1;0;29;5700000;0.86;0.62
9481;595;1;0;38;200000;0.26;0.09
9482;577;0;1;0;4600000;0.89;0.33
9484;604;0;0;6;5800000;0.81;0.92
9485;739;0;1;12;7400000;0.91;0.97
9486;478;0;0;16;5600000;0.62;0.6
9487;622;0;0;40;1700000;0.56;0.8
9488;811;0;1;1;2700000;0.3;0.22
9490;712;0;0;34;8500000;0.24;0.72
9494;937;1;0;43;9500000;0.48;0.33
9496;676;1;1;18;3600000;0.61;0.4
